policy,budget,targeted_count,actual_budget,targeted_treated_count,targeted_treated_outcome_rate,targeted_treated_outcome_rate_ci_low,targeted_treated_outcome_rate_ci_high,policy_value_estimator,policy_value,policy_value_ci_low,policy_value_ci_high,gain_vs_treat_none,gain_ci_low,gain_ci_high,incremental_outcomes_per_1000_targeted,incremental_per_1000_ci_low,incremental_per_1000_ci_high,hajek_policy_value,hajek_policy_value_ci_low,hajek_policy_value_ci_high,hajek_gain_vs_treat_none,hajek_gain_ci_low,hajek_gain_ci_high,hajek_incremental_outcomes_per_1000_targeted,hajek_incremental_per_1000_ci_low,hajek_incremental_per_1000_ci_high,treat_none_value,treat_all_value,valid_value_bootstrap_reps,valid_gain_bootstrap_reps,valid_incremental_bootstrap_reps,valid_rate_bootstrap_reps,valid_hajek_value_bootstrap_reps,valid_hajek_gain_bootstrap_reps,valid_hajek_incremental_bootstrap_reps
expected_random,0.01,4000,0.01,,,,,horvitz_thompson,0.00187681443459177,0.001528312215110504,0.0022163040122404106,1.0365520298437531e-05,6.5397237096923975e-06,1.4021334860330377e-05,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.00187681443459177,0.001528312215110504,0.0022163040122404106,1.0365520298437531e-05,6.5397237096923975e-06,1.4021334860330377e-05,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,0.02,8000,0.02,,,,,horvitz_thompson,0.0018871799548902074,0.0015418077166829967,0.002224187149343346,2.0731040596875063e-05,1.3079447419384795e-05,2.8042669720660755e-05,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018871799548902074,0.0015418077166829967,0.002224187149343346,2.0731040596875063e-05,1.3079447419384795e-05,2.8042669720660755e-05,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,0.1,40000,0.1,,,,,horvitz_thompson,0.001970104117277708,0.001652817325651556,0.002281117025273586,0.00010365520298437532,6.539723709692397e-05,0.00014021334860330376,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.001970104117277708,0.001652817325651556,0.002281117025273586,0.00010365520298437532,6.539723709692397e-05,0.00014021334860330376,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,0.11,44000,0.11,,,,,horvitz_thompson,0.0019804696375761454,0.0016675425810966434,0.0022884191638178576,0.00011402072328281284,7.193696080661637e-05,0.00015423468346363413,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0019804696375761454,0.0016675425810966434,0.0022884191638178576,0.00011402072328281284,7.193696080661637e-05,0.00015423468346363413,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,0.12,48000,0.12,,,,,horvitz_thompson,0.0019908351578745826,0.001680470527458721,0.0022956441261661204,0.00012438624358125037,7.847668451630876e-05,0.00016825601832396453,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0019908351578745826,0.001680470527458721,0.0022956441261661204,0.00012438624358125037,7.847668451630876e-05,0.00016825601832396453,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,0.2,80000,0.2,,,,,horvitz_thompson,0.002073759320262083,0.0017850218774990297,0.002356350479763287,0.00020731040596875063,0.00013079447419384795,0.0002804266972066075,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.002073759320262083,0.0017850218774990297,0.002356350479763287,0.00020731040596875063,0.00013079447419384795,0.0002804266972066075,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,0.4,160000,0.4,,,,,horvitz_thompson,0.0022810697262308334,0.0020533811103146393,0.002510345890723502,0.00041462081193750127,0.0002615889483876959,0.000560853394413215,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0022810697262308334,0.0020533811103146393,0.002510345890723502,0.00041462081193750127,0.0002615889483876959,0.000560853394413215,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,0.44,176000,0.44,,,,,horvitz_thompson,0.002322531807424584,0.002100500108662565,0.0025416608217990484,0.00045608289313125137,0.00028774784322646547,0.0006169387338545365,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.002322531807424584,0.002100500108662565,0.0025416608217990484,0.00045608289313125137,0.00028774784322646547,0.0006169387338545365,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,0.6,240000,0.6,,,,,horvitz_thompson,0.0024883801321995843,0.002303685483949976,0.0026708756173561094,0.0006219312179062519,0.00039238342258154387,0.0008412800916198226,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0024883801321995843,0.002303685483949976,0.0026708756173561094,0.0006219312179062519,0.00039238342258154387,0.0008412800916198226,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,0.8,320000,0.8,,,,,horvitz_thompson,0.002695690538168335,0.0025447404936444116,0.0028697876957365018,0.0008292416238750025,0.0005231778967753918,0.00112170678882643,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.002695690538168335,0.0025447404936444116,0.0028697876957365018,0.0008292416238750025,0.0005231778967753918,0.00112170678882643,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
expected_random,1.0,400000,1.0,,,,,horvitz_thompson,0.0029030009441370856,0.00272579933968485,0.003088324288807178,0.0010365520298437532,0.0006539723709692398,0.0014021334860330377,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0029030009441370856,0.00272579933968485,0.003088324288807178,0.0010365520298437532,0.0006539723709692398,0.0014021334860330377,1.0365520298437532,0.6539723709692398,1.4021334860330377,0.0018664489142933324,0.002903000944137085,1000,1000,1000,0,1000,1000,1000
response,0.01,4000,0.01,3456.0,0.15162037037037038,0.14000478554081436,0.16451556104365325,horvitz_thompson,0.0022911207115524656,0.002037510952859312,0.0025523035278106803,0.00042467179725913306,0.00011579618009214682,0.0007328123333808705,42.467179725913304,11.45656681655901,73.5266828914364,0.0022886048341885026,0.0020358220210499713,0.0025495273632064773,0.00042215591989517025,0.00011502779116259823,0.000730387276294678,28.45860566448802,-1.2213075034269925,58.17291213994657,0.0018664489142933324,0.002903000944137085,1000,1000,1000,1000,1000,1000,1000
