champion_policy,challenger_policy,budget,targeted_count,actual_budget,intersection_count,union_count,jaccard,champion_only_count,challenger_only_count,total_switched_count,switch_share_of_targeted,champion_only_ht_uplift_per_1000,challenger_only_ht_uplift_per_1000,switched_ht_uplift_delta_per_1000,champion_only_hajek_uplift_per_1000,challenger_only_hajek_uplift_per_1000,switched_hajek_uplift_delta_per_1000,challenger_minus_champion_ht_policy_value,challenger_minus_champion_ht_per_1000_nominal_targeted,decomposed_ht_policy_value_delta,decomposed_ht_per_1000_nominal_targeted,ht_policy_value_decomposition_residual,ht_per_1000_decomposition_residual,ht_decomposition_holds,champion_only_ht_uplift_per_1000_ci_low,champion_only_ht_uplift_per_1000_ci_high,challenger_only_ht_uplift_per_1000_ci_low,challenger_only_ht_uplift_per_1000_ci_high,switched_ht_uplift_delta_per_1000_ci_low,switched_ht_uplift_delta_per_1000_ci_high,champion_only_hajek_uplift_per_1000_ci_low,champion_only_hajek_uplift_per_1000_ci_high,challenger_only_hajek_uplift_per_1000_ci_low,challenger_only_hajek_uplift_per_1000_ci_high,switched_hajek_uplift_delta_per_1000_ci_low,switched_hajek_uplift_delta_per_1000_ci_high,challenger_minus_champion_ht_policy_value_ci_low,challenger_minus_champion_ht_policy_value_ci_high,challenger_minus_champion_ht_per_1000_nominal_targeted_ci_low,challenger_minus_champion_ht_per_1000_nominal_targeted_ci_high,valid_ht_cohort_bootstrap_reps,valid_hajek_cohort_bootstrap_reps,valid_policy_delta_bootstrap_reps
response,t_learner,0.02,8000,0.02,5903,10097,0.5846290977518075,2097,2097,4194,0.262125,12.353287791478962,2.8078033951307657,-9.545484396348197,3.669124299767068,1.5444822067442396,-2.1246420930228282,-5.004220194785545e-05,-2.5021100973927726,-5.004220194785542e-05,-2.5021100973927712,-3.3881317890172014e-20,-1.3322676295501878e-15,True,-21.359400908985265,44.09318519939956,-14.954228433553686,17.83447279230339,-46.72451297036652,27.935425134699305,-32.536536842807905,36.94956668689431,-16.56642541081651,17.040752491174757,-41.610595758658626,36.46289647932753,-0.0002454898151012192,0.00014718652016603107,-12.274490755060961,7.359326008301553,1000,1000,1000
response,t_learner,0.1,40000,0.1,32810,47190,0.6952744225471498,7190,7190,14380,0.17975,4.257416375449299,0.7638579977410586,-3.493558377708241,1.684509056079992,0.6921207775653282,-0.9923882785146638,-6.279671183930564e-05,-0.6279671183930564,-6.279671183930563e-05,-0.6279671183930563,-1.3552527156068805e-20,-1.1102230246251565e-16,True,-6.02402934962529,13.707261471477816,-2.4812608547742268,3.3227902132506433,-13.459771584092586,7.122493039908758,-9.625621361863592,11.791417696101345,-2.581155193319747,3.282501978214488,-11.640448722055618,10.027445868948824,-0.00024117861706629285,0.0001250342492390767,-2.411786170662929,1.250342492390767,1000,1000,1000
response,t_learner,0.2,80000,0.2,67857,92143,0.736431416385401,12143,12143,24286,0.1517875,1.4874792645083652,1.2595266847100792,-0.22795257979828598,0.47836001078057494,1.247840276444615,0.76948026566404,-6.92007044122648e-06,-0.0346003522061324,-6.920070441226466e-06,-0.034600352206132334,-1.4399560103323106e-20,-6.245004513516506e-17,True,-4.477843067890851,7.1963908770356175,0.6724769341702653,1.9364773367309398,-6.057820970975762,5.870921775427461,-5.912931446629871,6.650712851721074,0.6646653732543304,1.9211482106302462,-5.469507092415774,7.257049514656373,-0.0001812047899160726,0.00017731256190051928,-0.906023949580363,0.8865628095025964,1000,1000,1000
response,s_learner,0.02,8000,0.02,5496,10504,0.5232292460015232,2504,2504,5008,0.313,11.74944279459306,12.686942775312575,0.9374999807195152,7.685874383206493,10.457608085345312,2.7717337021388184,5.868749879304183e-06,0.29343749396520913,5.868749879304166e-06,0.2934374939652083,1.6940658945086007e-20,8.326672684688674e-16,True,-5.136246949878042,28.178395580772474,1.4045981149131654,22.334863354059543,-18.067529607144927,20.31929828861969,-10.176728053390587,25.64601380242044,-2.786555584974418,21.574979071547435,-18.37898441738584,24.614092596573705,-0.00011279844393165495,0.00012624188086784747,-5.639922196582748,6.312094043392374,1000,1000,1000
response,s_learner,0.1,40000,0.1,17231,62769,0.2745144896366041,22769,22769,45538,0.569225,3.342188792698535,0.08619854069991673,-3.255990251998618,2.977263005629737,0.09964660002733283,-2.877616405602404,-0.00018533910511939138,-1.8533910511939138,-0.00018533910511939132,-1.8533910511939133,-5.421010862427522e-20,-4.440892098500626e-16,True,0.6578524140459142,6.204166805636879,-0.9581402210294842,0.8707569374041054,-6.265809720138703,-0.3192856243056349,0.17463188938689064,5.925413483652704,-0.9334924200230896,0.8755304720844892,-5.96267813822559,0.1792223738814022,-0.0003553400997445128,-1.840235365593744e-05,-3.5534009974451273,-0.18402353655937434,1000,1000,1000
response,s_learner,0.2,80000,0.2,23263,136737,0.17012951871110232,56737,56737,113474,0.7092125,1.3759352955355804,0.07606401807587539,-1.299871277459705,1.3091294694798616,0.08227544464163426,-1.2268540248382274,-0.0001843769916730781,-0.9218849583653905,-0.00018437699167307822,-0.9218849583653911,1.0842021724855044e-19,5.551115123125783e-16,True,0.0070724612726170725,2.6585284156236195,-0.31749543560136984,0.380215543219334,-2.710163513608885,0.0026525573246637467,-0.07687680971813193,2.6145355123798066,-0.30500880016351706,0.3848025242052378,-2.625074226630503,0.08393681582646774,-0.0003851268586814924,-3.4930548862827175e-07,-1.9256342934074622,-0.001746527443141359,1000,1000,1000
