candidate_policy,reference_policy,candidate_budget,reference_budget,delta_policy_value,delta_policy_value_ci_low,delta_policy_value_ci_high,policy_value_bootstrap_fraction_positive,policy_value_conclusion,delta_incremental_per_1000_targeted,delta_incremental_per_1000_ci_low,delta_incremental_per_1000_ci_high,incremental_bootstrap_fraction_positive,incremental_conclusion,delta_hajek_policy_value,delta_hajek_policy_value_ci_low,delta_hajek_policy_value_ci_high,hajek_policy_value_conclusion,delta_hajek_incremental_per_1000_targeted,delta_hajek_incremental_per_1000_ci_low,delta_hajek_incremental_per_1000_ci_high,hajek_incremental_conclusion,valid_policy_value_bootstrap_reps,valid_incremental_bootstrap_reps,valid_hajek_policy_value_bootstrap_reps,valid_hajek_incremental_bootstrap_reps
s_learner,expected_random,0.8,0.8,-3.196052739864834e-05,-0.00018458323781686802,0.000122716396378828,0.32,inconclusive,-0.03995065924830998,-0.23130945744278134,0.15329352117690884,0.318,inconclusive,-1.3587255631243404e-05,-0.0001678868394735045,0.0001425127869878222,inconclusive,-0.02271072250679529,-0.2128900105791454,0.1706144686231104,inconclusive,1000,1000,1000,1000
s_learner,expected_random,1.0,1.0,-1.3010426069826053e-17,-8.673617379884035e-19,8.673617379884035e-19,0.373,inconclusive,-1.3322676295501878e-14,-1.0019762797242036e-15,1.1102230246251565e-15,0.45,inconclusive,-4.336808689942018e-19,-4.336808689942018e-19,4.336808689942018e-19,inconclusive,-4.440892098500626e-16,0.0,0.0,inconclusive,1000,1000,1000,1000
s_learner,treat_all,0.01,1.0,-0.0005785507876865255,-0.0008384853083573384,-0.00032909044516871437,0.0,worse,44.763572185878985,13.358355653077274,74.68507281220387,0.999,beats,-0.0005812851420048172,-0.0008411149009554652,-0.0003315932274173278,worse,30.0381643049882,-1.6633914469806943,59.96813297633115,inconclusive,1000,1000,1000,1000
s_learner,treat_all,0.02,1.0,-0.00044813993469053,-0.0006780240766035618,-0.00022583154044981713,0.0,worse,28.384052727817384,12.246192678112337,43.40640963866142,1.0,beats,-0.0004550578292736771,-0.0006852967243119219,-0.00023331336602617798,worse,18.33923347497401,1.8890034496866983,34.403699629658945,beats,1000,1000,1000,1000
s_learner,treat_all,0.1,1.0,-0.0003216461563379509,-0.0005242114508133937,-0.00011229996696989317,0.002,worse,6.112506705214264,2.9395547354377487,9.204711353560024,1.0,beats,-0.00033236618548180327,-0.0005350548256992277,-0.00012243029598433885,worse,5.488092749798062,2.273030020436212,8.638994009605819,beats,1000,1000,1000,1000
s_learner,treat_all,0.11,1.0,-0.0003216461563379509,-0.0005242114508133937,-0.00011229996696989317,0.002,worse,5.462592274754444,2.602728030928836,8.251364328728785,1.0,beats,-0.0003328715040348735,-0.0005344139016076394,-0.00012177860928797519,worse,4.922837136829955,2.0589854232226674,7.742224960783519,beats,1000,1000,1000,1000
s_learner,treat_all,0.12,1.0,-0.0003216461563379509,-0.0005242114508133937,-0.00011229996696989317,0.002,worse,4.920996916037927,2.3137912282988617,7.456843318895358,1.0,beats,-0.00033227282784091886,-0.0005336428930051586,-0.00012264624491090193,worse,4.493241289696231,1.8691764975077627,7.040398111022406,beats,1000,1000,1000,1000
s_learner,treat_all,0.2,1.0,-0.00031673951990496057,-0.0005169328007502521,-0.00011659676696136137,0.002,worse,2.562510519850207,1.043939528387309,3.9195716230133755,1.0,beats,-0.00031979854805907733,-0.0005209316257530281,-0.0001181164320037535,worse,2.5181970695508733,1.057037111215859,3.894071442038221,beats,1000,1000,1000,1000
s_learner,treat_all,0.4,1.0,-0.00030300917239556606,-0.0004916983851842814,-0.00011894732349822326,0.002,worse,0.7973051137767135,0.2174539305921562,1.3446375163351423,0.997,beats,-0.0003003966127770653,-0.00048753915653077185,-0.00011729433597611327,worse,0.8068672029658213,0.23352705858473763,1.341367029841208,beats,1000,1000,1000,1000
s_learner,treat_all,0.44,1.0,-0.00028830298726822533,-0.0004740432758584739,-0.00010427732834169001,0.002,worse,0.6640139760097179,0.16759981771809138,1.1368360164339242,0.995,beats,-0.00028671695335404654,-0.0004674853284749951,-0.00010119153023582625,worse,0.6687967301063888,0.18518741829412402,1.143044321043132,beats,1000,1000,1000,1000
s_learner,treat_all,0.6,1.0,-0.0002922200619116396,-0.0004702639800112631,-0.00012000385849697667,0.002,worse,0.2040012500431021,-0.11331697575954644,0.4945849011111786,0.902,inconclusive,-0.00028740988795464403,-0.00046600256280382636,-0.00011884125622427399,worse,0.21196246472251423,-0.10098174992768981,0.49911825198917,inconclusive,1000,1000,1000,1000
s_learner,treat_all,0.8,1.0,-0.00023927093336739832,-0.00040324412457988393,-6.999277133795114e-05,0.003,worse,-0.03995065924830998,-0.23130945744278134,0.15329352117690884,0.318,inconclusive,-0.0002208976615999934,-0.00038516270422956457,-5.2122770728511686e-05,worse,-0.02271072250679529,-0.2128900105791454,0.1706144686231104,inconclusive,1000,1000,1000,1000
s_learner,treat_all,1.0,1.0,-1.2576745200831851e-17,-8.673617379884035e-19,8.673617379884035e-19,0.373,inconclusive,-1.3322676295501878e-14,-1.0019762797242036e-15,1.1102230246251565e-15,0.45,inconclusive,0.0,-4.336808689942018e-19,4.336808689942018e-19,inconclusive,-4.440892098500626e-16,0.0,0.0,inconclusive,1000,1000,1000,1000
t_learner,response,0.01,0.01,-4.3183890278974697e-05,-0.00025636218705274476,0.00015396369881429117,0.33,inconclusive,-4.318389027897467,-25.40877476922779,15.218034584378817,0.329,inconclusive,-4.331236118698461e-05,-0.0002554931629112205,0.00015299560780445985,inconclusive,-1.0447756495019362,-23.04039790532596,18.214196601463364,inconclusive,1000,1000,1000,1000
t_learner,response,0.02,0.02,-5.004220194785615e-05,-0.00024548981510121926,0.0001471865201660311,0.301,inconclusive,-2.502110097392805,-12.38013216547868,7.17881734317181,0.302,inconclusive,-4.940381598595323e-05,-0.0002449736029909794,0.00014609999694086635,inconclusive,0.2641865890914765,-10.224310357868507,10.68262761282376,inconclusive,1000,1000,1000,1000
t_learner,response,0.1,0.1,-6.279671183930403e-05,-0.0002411786170662931,0.00012503424923907677,0.245,inconclusive,-0.6279671183930411,-2.434943897520394,1.2420989648909453,0.245,inconclusive,-5.8973018724825434e-05,-0.0002350986851329246,0.00012421456228701338,inconclusive,-0.08978110832942487,-1.9887856410696592,1.861969204874813,inconclusive,1000,1000,1000,1000
