model,feature_columns,encoded_feature_count,fit_iterations,fit_converged,train_rows,test_rows,train_treatment_share,test_treatment_share,roc_auc,log_loss,constant_log_loss,log_loss_improvement_vs_constant
sparse_categorical_logistic,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",5230,10,True,1600000,400000,0.85018375,0.8498075,0.5046735778123534,0.42344869913807254,0.4230434085729036,-0.00040529056516891426
