policy,auuc,qini_coefficient,ate_curve_endpoint,auuc_ci_low,auuc_ci_high,qini_ci_low,qini_ci_high,valid_bootstrap_reps
expected_random,0.0005428072692930557,0.0,0.0010856145385861114,0.00033952661678086904,0.0007319156498799993,0.0,0.0,1000.0
response,0.0010250431214930765,0.00048223585220002075,0.0010856145385861114,0.0006355352616946652,0.0013886505176761816,0.0002982326895889502,0.0006598387746530989,1000.0
s_learner,0.0007854521958124677,0.00024264492651941195,0.0010856145385861114,0.00043736136774565705,0.0011219154145353815,4.9737240555482e-05,0.00042578526878607134,1000.0
t_learner,0.0008484605420258069,0.00030565327273275123,0.0010856145385861114,0.0004845608811866916,0.0011925378631602803,0.00011591145618044576,0.0004899882842662413,1000.0
