candidate_policy,reference_policy,candidate_budget,reference_budget,delta_policy_value,delta_policy_value_ci_low,delta_policy_value_ci_high,policy_value_bootstrap_fraction_positive,policy_value_conclusion,delta_incremental_per_1000_targeted,delta_incremental_per_1000_ci_low,delta_incremental_per_1000_ci_high,incremental_bootstrap_fraction_positive,incremental_conclusion,delta_hajek_policy_value,delta_hajek_policy_value_ci_low,delta_hajek_policy_value_ci_high,hajek_policy_value_conclusion,delta_hajek_incremental_per_1000_targeted,delta_hajek_incremental_per_1000_ci_low,delta_hajek_incremental_per_1000_ci_high,hajek_incremental_conclusion,valid_policy_value_bootstrap_reps,valid_incremental_bootstrap_reps,valid_hajek_policy_value_bootstrap_reps,valid_hajek_incremental_bootstrap_reps
t_learner,expected_random,0.01,0.01,0.0002503891536472882,-1.9152450388344427e-05,0.0005096008147978078,0.966,inconclusive,25.038915364728787,-1.8886419694890788,50.695496416223754,0.966,inconclusive,0.0002461160383013211,-2.246877446111676e-05,0.0005037328560596184,inconclusive,4.2038773069698125,-23.59391799442105,32.52777939835584,inconclusive,1000,1000,1000,1000
t_learner,expected_random,0.02,0.02,0.0004114672786794662,0.00010404561593502301,0.0006866604549409546,0.997,beats,20.573363933973326,5.240145471958785,34.5138963070928,0.997,beats,0.0004056946428683153,9.92774419289312e-05,0.0006802423938494519,beats,12.83003521521394,-3.707208882689462,27.600669442774755,inconclusive,1000,1000,1000,1000
t_learner,expected_random,0.1,0.1,0.0006369813166409504,0.0003318084519104812,0.0009328026136653905,1.0,beats,6.369813166409507,3.300935289999051,9.30217372700343,1.0,beats,0.0006098672866127024,0.00030548913764947964,0.0009068753411897747,beats,4.667437899114002,1.3866876327715276,7.875775908464615,beats,1000,1000,1000,1000
t_learner,expected_random,0.11,0.11,0.0006418401358892329,0.0003383563982484266,0.0009351958594099717,1.0,beats,5.834910326265752,3.049918054721921,8.467951253464587,1.0,beats,0.000614900820563456,0.0003136645317939248,0.0009081529889856745,beats,4.43889664630243,1.4797492080916888,7.253629732507111,beats,1000,1000,1000,1000
t_learner,expected_random,0.12,0.12,0.0006134083447541733,0.00029895102420493986,0.000905612753279098,1.0,beats,5.111736206284779,2.467485843898129,7.5034879187572425,1.0,beats,0.0005859685214221378,0.0002713133305215948,0.0008729040506061525,beats,3.878060230121359,1.1511728716348766,6.509870557398061,beats,1000,1000,1000,1000
t_learner,expected_random,0.2,0.2,0.0005923608829152948,0.0002927645734316265,0.0008591900428383327,1.0,beats,2.9618044145764744,1.4611067818922505,4.300360258566137,1.0,beats,0.0005622614550620008,0.00026445153439206924,0.0008290865899144061,beats,2.4741666437241543,0.9101665540340058,3.9074555790592354,beats,1000,1000,1000,1000
t_learner,expected_random,0.4,0.4,0.00045079554513792345,0.0002139295060217146,0.0006696631944074735,1.0,beats,1.1269888628448088,0.5363606348738592,1.6762759021331806,1.0,beats,0.0004217990022445141,0.00019122483990124633,0.0006442586777183261,beats,1.012016484527138,0.4240305400826102,1.581000836303353,beats,1000,1000,1000,1000
t_learner,expected_random,0.44,0.44,0.00041325464901735423,0.00019423103148467688,0.0006209161682044325,1.0,beats,0.9392151114030778,0.44331268048544503,1.409976693353357,1.0,beats,0.000389805121493328,0.0001731841435484432,0.0005987359044853326,beats,0.8629819955977074,0.35646222322372606,1.3495654069997,beats,1000,1000,1000,1000
t_learner,expected_random,0.6,0.6,0.0002308062052286913,5.411619076449078e-05,0.00040205867633715306,0.996,beats,0.38467700871448507,0.0901451263484535,0.6710735298390729,0.996,beats,0.00022331282565230069,4.6320743860913665e-05,0.0003988314517631252,beats,0.3713753023003954,0.07219292589088894,0.667615622129762,beats,1000,1000,1000,1000
t_learner,expected_random,0.8,0.8,4.01598819144075e-05,-0.00010663150665958625,0.00018534172728190167,0.709,inconclusive,0.05019985239300939,-0.13299157025752392,0.23348497390144718,0.71,inconclusive,4.0808937395006486e-05,-0.00010568055945811076,0.00018360317352599016,inconclusive,0.05083971663626352,-0.13125840246789075,0.2310299303125391,inconclusive,1000,1000,1000,1000
